iter	Logloss
429	0.2587490118
430	0.2587367463
431	0.2587224068
432	0.2587119215
433	0.2587010218
434	0.2586879344
435	0.2586728043
436	0.258664778
437	0.2586513422
438	0.2586341013
439	0.2586303719
440	0.2586183623
441	0.2586092211
442	0.2585962021
443	0.2585894492
444	0.2585776327
445	0.2585706101
446	0.2585618303
447	0.2585527985
448	0.2585472458
449	0.2585362501
450	0.2585214294
451	0.2585131465
452	0.2585016872
453	0.258486338
454	0.2584688741
455	0.258456416
456	0.2584470109
457	0.2584337122
458	0.2584262773
459	0.2584144321
460	0.2584038997
461	0.2583918452
462	0.2583733007
463	0.2583627651
464	0.2583512926
465	0.2583407519
466	0.2583303008
467	0.2583183362
468	0.2583094392
469	0.2582996501
470	0.2582849165
471	0.2582774275
472	0.2582654435
473	0.2582523571
474	0.2582381013
475	0.2582235239
476	0.2582115027
477	0.2582016413
478	0.2581969442
479	0.2581874759
480	0.2581772493
481	0.2581666318
482	0.2581536536
483	0.2581490146
484	0.2581406371
485	0.2581266779
486	0.258118523
487	0.258108321
488	0.2580960825
489	0.2580862102
490	0.258078797
491	0.2580742082
492	0.2580643304
493	0.2580535549
494	0.2580456032
495	0.2580412557
496	0.2580285041
497	0.2580192776
498	0.258005877
499	0.2579986476
500	0.2579877104
501	0.2579795982
502	0.2579681631
503	0.2579571556
504	0.2579491075
505	0.257937167
506	0.2579260851
507	0.257914823
508	0.257897749
509	0.2578830447
510	0.2578740285
511	0.257869486
512	0.2578533468
513	0.2578440762
514	0.2578380814
515	0.2578235511
516	0.2578101477
517	0.2577969889
518	0.2577844026
519	0.2577767102
520	0.2577681345
521	0.2577562818
522	0.257748963
523	0.257741014
524	0.2577320817
525	0.2577201249
526	0.2577072447
527	0.2576940271
528	0.25768202
529	0.2576676028
530	0.2576583727
531	0.2576504553
532	0.2576413913
533	0.2576348749
534	0.2576249271
535	0.2576147485
536	0.2576042231
537	0.2575929057
538	0.2575842488
539	0.2575777469
540	0.2575689246
541	0.2575610846
542	0.2575492733
543	0.2575413719
544	0.2575282236
545	0.2575210772
546	0.2575112897
547	0.2575019115
548	0.2574917577
549	0.2574783635
550	0.2574656441
551	0.2574585571
552	0.2574506484
553	0.2574396138
554	0.2574311905
555	0.2574194858
556	0.2574090647
557	0.2573993772
558	0.2573888239
559	0.2573773711
560	0.2573680189
561	0.2573599333
562	0.2573486019
563	0.2573412295
564	0.2573307582
565	0.2573191618
566	0.2573125984
567	0.2572977893
568	0.2572818323
569	0.2572655889
570	0.2572541512
571	0.2572476963
572	0.25724088
573	0.257234815
574	0.2572266856
575	0.2572146205
576	0.2572038643
577	0.2571911548
578	0.2571826808
579	0.2571687279
580	0.257155199
581	0.2571401338
582	0.2571324314
583	0.2571249682
584	0.2571158591
585	0.2571048628
586	0.2570983876
587	0.257089692
588	0.2570850904
589	0.2570789342
590	0.2570748386
591	0.257065408
592	0.2570603969
593	0.2570518223
594	0.257041309
595	0.2570319048
596	0.257024556
597	0.2570120721
598	0.2569972651
599	0.2569855408
600	0.2569772017
601	0.2569621993
602	0.2569547838
603	0.2569435529
604	0.2569302127
605	0.2569195219
606	0.2569086514
607	0.2568991984
608	0.2568870326
609	0.2568754534
610	0.2568682422
611	0.2568571653
612	0.2568476173
613	0.256840495
614	0.256833094
615	0.2568270676
616	0.2568162608
617	0.2568061873
618	0.2567959025
619	0.256785636
620	0.2567773896
621	0.2567683565
622	0.2567598599
623	0.2567479555
624	0.2567394135
625	0.2567253713
626	0.2567161686
627	0.256704052
628	0.2566956138
629	0.2566865194
630	0.2566752491
631	0.2566656743
632	0.2566580453
633	0.2566466143
634	0.2566365643
635	0.2566281904
636	0.2566172718
637	0.2566086465
638	0.2565956595
639	0.2565821461
640	0.2565748394
641	0.2565656632
642	0.256557329
643	0.2565511579
644	0.2565431788
645	0.2565327317
646	0.2565215982
647	0.2565108845
648	0.2565028555
649	0.2564946572
650	0.2564913144
651	0.2564832618
652	0.2564747015
653	0.2564626767
654	0.2564531295
655	0.2564486972
656	0.2564384211
657	0.2564272401
658	0.2564186126
659	0.2564104318
660	0.2564003737
661	0.2563923067
662	0.2563876621
663	0.2563792431
664	0.2563637463
665	0.2563586661
666	0.2563490115
667	0.256341097
668	0.25633064
669	0.2563206437
670	0.2563137392
671	0.25629905
672	0.2562884799
673	0.2562780622
674	0.2562670366
675	0.2562556199
676	0.2562467711
677	0.2562418902
678	0.2562282298
679	0.2562179964
680	0.2562081737
681	0.2562000678
682	0.2561915727
683	0.2561764326
684	0.2561694371
685	0.2561611299
686	0.2561530062
687	0.2561478539
688	0.2561361464
689	0.2561265637
690	0.256119873
691	0.2561094261
692	0.256097479
693	0.2560894579
694	0.2560816685
695	0.25607193
696	0.2560611964
697	0.2560527217
698	0.256043204
699	0.2560362421
700	0.2560271554
701	0.2560221907
702	0.2560080757
703	0.2559964075
704	0.2559880994
705	0.2559777454
706	0.2559689804
707	0.2559655741
708	0.2559573454
709	0.2559468322
710	0.2559363622
711	0.2559273589
712	0.2559155743
713	0.2559062566
714	0.2559035667
715	0.2558992848
716	0.2558901226
717	0.2558778589
718	0.2558658496
719	0.255859056
720	0.2558504207
721	0.2558405027
722	0.2558308047
723	0.25582084
724	0.2558108299
725	0.2557978817
726	0.2557912683
727	0.2557830048
728	0.2557796135
729	0.2557710742
730	0.255765548
731	0.2557544355
732	0.2557493639
733	0.255739533
734	0.255736115
735	0.2557292156
736	0.2557228103
737	0.2557116728
738	0.2557054049
739	0.2556963589
740	0.255685423
741	0.2556745793
742	0.2556657001
743	0.2556584987
744	0.2556498452
745	0.2556368773
746	0.2556270626
747	0.2556150231
748	0.255605831
749	0.2555961511
750	0.2555883397
751	0.2555808639
752	0.2555731144
753	0.2555599013
754	0.2555477771
755	0.2555375598
756	0.2555315925
757	0.2555145816
758	0.2555042
759	0.2554936922
760	0.2554827917
761	0.2554737123
762	0.2554647888
763	0.2554562003
764	0.2554484366
765	0.2554388742
766	0.2554362974
767	0.2554304716
768	0.2554218533
769	0.2554141974
770	0.2554032506
771	0.2553986276
772	0.2553885207
773	0.2553755287
774	0.2553663536
775	0.2553600452
776	0.2553487867
777	0.2553396701
778	0.2553266355
779	0.255314368
780	0.2553061344
781	0.2552984699
782	0.2552863888
783	0.2552779315
784	0.2552736766
785	0.2552631793
786	0.255252966
787	0.2552426335
788	0.25523312
789	0.2552249959
790	0.2552129344
791	0.255199939
792	0.2551928595
793	0.2551821923
794	0.2551766049
795	0.2551647956
796	0.2551541927
797	0.2551484552
798	0.2551421981
799	0.2551348994
800	0.2551294896
801	0.2551194326
802	0.2551113127
803	0.2551046569
804	0.2550976147
805	0.2550920001
806	0.2550859809
807	0.2550717572
808	0.2550628349
809	0.2550535724
810	0.2550468319
811	0.2550426289
812	0.2550374552
813	0.2550237876
814	0.2550132293
815	0.255005138
816	0.2549948804
817	0.2549832263
818	0.2549692445
819	0.2549619949
820	0.2549543724
821	0.2549464507
822	0.2549363751
823	0.2549272378
824	0.2549180449
825	0.2549103843
826	0.2549010001
827	0.2548865594
828	0.2548741723
829	0.2548686549
830	0.25486176
831	0.2548523926
832	0.2548448788
833	0.2548314105
834	0.2548195194
835	0.2548123676
836	0.2548028248
837	0.2547934194
838	0.254782499
839	0.2547716657
840	0.2547612657
841	0.2547526743
842	0.2547451428
843	0.2547378142
844	0.2547252531
845	0.2547224676
846	0.2547173959
847	0.2547105287
848	0.254701981
849	0.2546956686
850	0.2546898323
851	0.2546847007
852	0.2546747835
853	0.2546646826
854	0.2546603653
855	0.2546567317
856	0.2546542956
857	0.2546459318
858	0.2546377732
859	0.2546327017
860	0.254622609
861	0.2546173622
862	0.2546123595
863	0.2546009748
864	0.2545903416
865	0.2545802537
866	0.2545717426
867	0.2545612434
868	0.2545522649
869	0.2545432044
870	0.2545389846
871	0.2545319803
872	0.2545217672
873	0.2545130804
874	0.2545012479
875	0.2544899128
876	0.2544807967
877	0.2544731988
878	0.2544682009
879	0.2544628646
880	0.2544582174
881	0.2544542311
882	0.2544484218
883	0.2544378198
884	0.2544291556
885	0.2544219849
886	0.2544097743
887	0.254403513
888	0.2543962528
889	0.254387999
890	0.2543795005
891	0.2543728347
892	0.2543650929
893	0.2543572657
894	0.2543474445
895	0.2543423481
896	0.2543334929
897	0.2543295339
898	0.2543254511
899	0.2543181394
900	0.2543120405
901	0.2543003297
902	0.254291024
903	0.254281578
904	0.2542729283
905	0.2542661066
906	0.2542502024
907	0.2542428006
908	0.2542363975
909	0.254228564
910	0.2542229304
911	0.2542141532
912	0.2542015797
913	0.254194992
914	0.2541883134
915	0.2541824109
916	0.2541780906
917	0.2541697085
918	0.2541615196
919	0.2541494143
920	0.2541375029
921	0.2541313411
922	0.2541262164
923	0.254120295
924	0.2541134444
925	0.2541057772
926	0.2540984707
927	0.2540840154
928	0.2540742995
929	0.2540622108
930	0.2540542259
931	0.2540464661
932	0.2540385398
933	0.2540295386
934	0.2540227897
935	0.2540128371
936	0.2540095239
937	0.2540043478
938	0.2539978253
939	0.2539894677
940	0.253983593
941	0.2539735524
942	0.2539571184
943	0.2539476247
944	0.2539402554
945	0.2539319555
946	0.2539212012
947	0.2539103191
948	0.2539050191
949	0.2538960628
950	0.2538914513
951	0.253883669
952	0.2538774216
953	0.2538662803
954	0.253859241
955	0.2538546214
956	0.2538429793
957	0.253835162
958	0.2538267295
959	0.2538167412
960	0.2538072464
961	0.2538030633
962	0.2537942853
963	0.253786822
964	0.2537831131
965	0.2537744274
966	0.2537647743
967	0.2537605054
968	0.2537523739
969	0.253744686
970	0.253735147
971	0.2537247382
972	0.2537174805
973	0.2537096957
974	0.2536977076
975	0.2536914035
976	0.2536839461
977	0.2536817387
978	0.2536758039
979	0.2536683807
980	0.2536586236
981	0.2536529466
982	0.2536437132
983	0.2536363548
984	0.2536279803
985	0.2536173161
986	0.2536080717
987	0.2536022193
988	0.2535972511
989	0.2535940836
990	0.2535842161
991	0.2535737074
992	0.2535666879
993	0.253558869
994	0.2535513321
995	0.2535407551
996	0.2535320195
997	0.2535242183
998	0.2535194114
999	0.2535171352
